"time"	"h"	"uh"	"Period"
0	10192	0	1
1	10184	0	1
2	10175	0	1
3	10155	0	1
4	10150	0	1
6	10139	0	1
8	10139	0	1
9	10133	0	1
10	10133	0	1
11	10133	0	1
12	10128	0	1
13	10128	0	1
19	10128	0	1
23	10128	0	1
24	10125	0	1
25	10122	0	1
27	10117	0	1
28	10111	0	1
29	10108	0	1
30	10108	0	1
31	10106	0	1
47	10100	0	1
48	10095	0	1
49	10089	0	1
50	10084	0	1
51	10084	0	1
52	10081	0	1
53	10075	0	1
67	10067	0	1
68	10067	0	1
69	10067	0	1
76	10067	0	1
77	10061	0	1
78	10058	0	1
79	10052	0	1
80	10050	0	1
81	10050	0	1
82	10050	0	1
83	10050	0	1
93	10050	0	1
94	10050	0	1
100	10050	0	1
101	10044	0	1
102	10039	0	1
0	10367	0	2
1	10333	0	2
2	10325	0	2
3	10317	0	2
4	10317	0	2
5	10292	0	2
6	10275	0	2
26	10267	0	2
27	10250	0	2
28	10233	0	2
32	10217	0	2
33	10200	0	2
34	10192	0	2
35	10175	0	2
36	10167	0	2
37	10158	0	2
38	10150	0	2
39	10150	0	2
59	10150	0	2
62	10150	0	2
63	10150	0	2
64	10150	0	2
65	10150	0	2
66	10141	0	2
67	10141	0	2
68	10133	0	2
69	10133	0	2
70	10125	0	2
71	10117	0	2
72	10117	0	2
73	10117	0	2
74	10117	0	2
75	10108	0	2
76	10108	0	2
77	10108	0	2
78	10100	0	2
79	10100	0	2
80	10100	0	2
81	10100	0	2
82	10100	0	2
83	10092	0	2
84	10092	0	2
88	10092	0	2
89	10092	0	2
96	10092	0	2
97	10084	0	2
98	10084	0	2
99	10075	0	2
100	10075	0	2
111	10075	0	2
112	10067	0	2
113	10067	0	2
119	10067	0	2
120	10058	0	2
121	10058	0	2
122	10050	0	2
123	10041	0	2
124	10041	0	2
143	10041	0	2
179	10041	0	2
180	10041	0	2
181	10033	0	2
182	10033	0	2
183	10033	0	2
184	10025	0	2
185	10025	0	2
186	10017	0	2
187	10017	0	2
188	10017	0	2
189	10017	0	2
190	10008	0	2
191	10008	0	2
240	10008	0	2
241	10008	0	2
242	10000	0	2
243	10000	0	2
244	9994	0	2
245	9989	0	2
246	9983	0	2
247	9978	0	2
248	9978	0	2
249	9978	0	2
250	9975	0	2
251	9975	0	2
252	9975	0	2
253	9975	0	2
254	9975	0	2
255	9975	0	2
0	10133	0	3
1	10125	0	3
2	10108	0	3
3	10100	0	3
4	10100	0	3
5	10092	0	3
6	10084	0	3
7	10084	0	3
8	10075	0	3
9	10075	0	3
10	10067	0	3
11	10067	0	3
38	10067	0	3
39	10067	0	3
40	10067	0	3
41	10058	0	3
42	10058	0	3
43	10058	0	3
44	10058	0	3
45	10058	0	3
46	10058	0	3
47	10058	0	3
48	10050	0	3
49	10050	0	3
50	10050	0	3
64	10050	0	3
65	10050	0	3
66	10041	0	3
67	10041	0	3
75	10041	0	3
76	10033	0	3
77	10033	0	3
86	10033	0	3
96	10033	0	3
97	10033	0	3
98	10025	0	3
99	10025	0	3
102	10025	0	3
0	10092	0	4
1	10084	0	4
2	10075	0	4
3	10067	0	4
8	10067	0	4
9	10058	0	4
10	10050	0	4
11	10050	0	4
12	10041	0	4
13	10041	0	4
14	10041	0	4
15	10033	0	4
16	10033	0	4
34	10033	0	4
37	10033	0	4
38	10033	0	4
39	10033	0	4
40	10033	0	4
41	10025	0	4
0	10208	0	5
1	10184	0	5
2	10184	0	5
3	10184	0	5
39	10184	0	5
40	10184	0	5
41	10184	0	5
44	10175	0	5
45	10167	0	5
46	10150	0	5
47	10141	0	5
48	10141	0	5
50	10125	0	5
51	10125	0	5
52	10117	0	5
53	10108	0	5
54	10100	0	5
82	10100	0	5
83	10100	0	5
84	10092	0	5
85	10092	0	5
86	10084	0	5
87	10075	0	5
88	10075	0	5
90	10075	0	5
91	10067	0	5
92	10058	0	5
93	10058	0	5
94	10050	0	5
0	10225	0	6
1	10200	0	6
2	10184	0	6
3	10167	0	6
4	10150	0	6
5	10133	0	6
6	10125	0	6
7	10108	0	6
8	10108	0	6
9	10100	0	6
10	10100	0	6
11	10092	0	6
12	10092	0	6
25	10092	0	6
26	10084	0	6
27	10084	0	6
28	10075	0	6
30	10075	0	6
31	10075	0	6
32	10075	0	6
33	10075	0	6
34	10075	0	6
50	10075	0	6
51	10075	0	6
52	10075	0	6
53	10067	0	6
54	10058	0	6
55	10058	0	6
56	10050	0	6
57	10050	0	6
58	10050	0	6
59	10041	0	6
60	10041	0	6
61	10041	0	6
62	10041	0	6
63	10041	0	6
64	10041	0	6
86	10041	0	6
87	10033	0	6
96	10033	0	6
97	10025	0	6
98	10025	0	6
0	10067	0	7
1	10067	0	7
2	10067	0	7
3	10067	0	7
4	10058	0	7
5	10050	0	7
6	10050	0	7
7	10050	0	7
8	10050	0	7
9	10041	0	7
10	10041	0	7
16	10041	0	7
22	10041	0	7
27	10041	0	7
44	10041	0	7
45	10041	0	7
46	10041	0	7
47	10041	0	7
48	10041	0	7
49	10041	0	7
50	10041	0	7
51	10041	0	7
52	10041	0	7
53	10041	0	7
54	10041	0	7
55	10041	0	7
56	10041	0	7
57	10041	0	7
58	10041	0	7
59	10041	0	7
60	10041	0	7
61	10041	0	7
62	10041	0	7
63	10041	0	7
0	10350	0	8
1	10308	0	8
2	10275	0	8
3	10250	0	8
4	10217	0	8
5	10192	0	8
6	10175	0	8
7	10158	0	8
8	10150	0	8
9	10150	0	8
46	10150	0	8
72	10141	0	8
73	10133	0	8
74	10117	0	8
76	10117	0	8
77	10117	0	8
78	10117	0	8
79	10117	0	8
103	10117	0	8
111	10117	0	8
112	10108	0	8
113	10108	0	8
116	10108	0	8
117	10108	0	8
118	10108	0	8
124	10108	0	8
125	10100	0	8
126	10092	0	8
127	10092	0	8
128	10092	0	8
129	10084	0	8
132	10084	0	8
133	10084	0	8
134	10084	0	8
137	10084	0	8
138	10084	0	8
139	10084	0	8
140	10084	0	8
141	10075	0	8
142	10075	0	8
143	10075	0	8
144	10075	0	8
145	10075	0	8
146	10075	0	8
147	10067	0	8
148	10067	0	8
149	10067	0	8
150	10067	0	8
151	10067	0	8
152	10058	0	8
153	10058	0	8
154	10050	0	8
155	10050	0	8
156	10050	0	8
157	10050	0	8
158	10050	0	8
0	10484	0	9
1	10425	0	9
5	10425	0	9
6	10392	0	9
7	10367	0	9
8	10341	0	9
9	10308	0	9
10	10284	0	9
11	10275	0	9
12	10267	0	9
13	10241	0	9
14	10225	0	9
15	10217	0	9
37	10211	0	9
38	10206	0	9
39	10184	0	9
40	10175	0	9
41	10158	0	9
42	10150	0	9
43	10141	0	9
44	10141	0	9
45	10133	0	9
46	10133	0	9
47	10133	0	9
63	10133	0	9
64	10125	0	9
65	10117	0	9
66	10108	0	9
67	10100	0	9
68	10092	0	9
69	10084	0	9
70	10084	0	9
71	10075	0	9
72	10067	0	9
73	10067	0	9
74	10067	0	9
81	10067	0	9
82	10067	0	9
83	10058	0	9
84	10050	0	9
85	10050	0	9
86	10050	0	9
87	10041	0	9
88	10041	0	9
89	10041	0	9
90	10041	0	9
91	10041	0	9
92	10033	0	9
114	10033	0	9
136	10033	0	9
137	10033	0	9
138	10033	0	9
139	10025	0	9
140	10025	0	9
167	10025	0	9
168	10017	0	9
169	10017	0	9
0	10108	0	10
1	10100	0	10
2	10092	0	10
5	10092	0	10
11	10092	0	10
12	10092	0	10
13	10092	0	10
14	10084	0	10
15	10084	0	10
16	10084	0	10
20	10084	0	10
21	10084	0	10
22	10075	0	10
23	10075	0	10
24	10067	0	10
25	10067	0	10
26	10067	0	10
27	10064	0	10
28	10064	0	10
31	10061	0	10
36	10058	0	10
44	10050	0	10
45	10041	0	10
46	10041	0	10
47	10041	0	10
61	10041	0	10
85	10041	0	10
87	10041	0	10
88	10041	0	10
89	10041	0	10
108	10041	0	10
110	10041	0	10
120	10041	0	10
121	10041	0	10
122	10033	0	10
123	10033	0	10
124	10025	0	10
125	10025	0	10
126	10025	0	10
0	10117	0	11
1	10108	0	11
2	10108	0	11
3	10092	0	11
4	10084	0	11
5	10084	0	11
8	10075	0	11
9	10075	0	11
10	10075	0	11
11	10075	0	11
13	10075	0	11
14	10075	0	11
33	10075	0	11
34	10075	0	11
35	10075	0	11
36	10075	0	11
37	10067	0	11
38	10067	0	11
39	10067	0	11
40	10058	0	11
41	10058	0	11
42	10058	0	11
43	10058	0	11
48	10058	0	11
51	10058	0	11
52	10058	0	11
53	10050	0	11
54	10050	0	11
58	10050	0	11
59	10050	0	11
63	10050	0	11
64	10050	0	11
65	10050	0	11
66	10050	0	11
69	10050	0	11
0	10325	0	12
1	10267	0	12
22	10267	0	12
23	10258	0	12
24	10250	0	12
27	10241	0	12
28	10225	0	12
29	10217	0	12
30	10217	0	12
31	10208	0	12
35	10208	0	12
36	10200	0	12
37	10175	0	12
38	10175	0	12
39	10175	0	12
40	10167	0	12
41	10158	0	12
42	10158	0	12
43	10150	0	12
0	10392	0	13
1	10367	0	13
2	10350	0	13
3	10350	0	13
6	10350	0	13
12	10317	0	13
13	10308	0	13
14	10292	0	13
15	10267	0	13
16	10233	0	13
17	10225	0	13
18	10208	0	13
19	10208	0	13
21	10208	0	13
23	10158	0	13
45	10158	0	13
46	10150	0	13
47	10141	0	13
48	10133	0	13
49	10133	0	13
50	10133	0	13
51	10133	0	13
52	10133	0	13
56	10133	0	13
57	10125	0	13
58	10117	0	13
59	10117	0	13
60	10117	0	13
61	10117	0	13
62	10108	0	13
63	10108	0	13
67	10108	0	13
68	10100	0	13
69	10100	0	13
70	10092	0	13
71	10092	0	13
72	10092	0	13
73	10092	0	13
74	10092	0	13
75	10084	0	13
76	10084	0	13
77	10084	0	13
87	10084	0	13
88	10084	0	13
89	10084	0	13
90	10075	0	13
91	10075	0	13
92	10075	0	13
93	10075	0	13
94	10075	0	13
100	10075	0	13
101	10075	0	13
106	10075	0	13
107	10067	0	13
109	10067	0	13
110	10058	0	13
111	10058	0	13
112	10058	0	13
113	10041	0	13
114	10041	0	13
117	10041	0	13
121	10041	0	13
122	10041	0	13
123	10041	0	13
124	10041	0	13
125	10041	0	13
126	10041	0	13
127	10041	0	13
128	10041	0	13
129	10033	0	13
130	10033	0	13
131	10025	0	13
132	10025	0	13
133	10025	0	13
0	10292	0	14
1	10275	0	14
2	10267	0	14
3	10250	0	14
4	10233	0	14
5	10233	0	14
6	10225	0	14
7	10225	0	14
8	10208	0	14
9	10184	0	14
10	10167	0	14
11	10158	0	14
12	10150	0	14
13	10141	0	14
14	10141	0	14
15	10133	0	14
16	10133	0	14
17	10133	0	14
18	10125	0	14
19	10117	0	14
20	10108	0	14
21	10100	0	14
48	10100	0	14
49	10100	0	14
50	10092	0	14
51	10092	0	14
52	10084	0	14
53	10084	0	14
54	10084	0	14
60	10084	0	14
61	10084	0	14
66	10084	0	14
67	10075	0	14
68	10075	0	14
69	10075	0	14
70	10075	0	14
71	10075	0	14
72	10075	0	14
73	10067	0	14
87	10067	0	14
88	10067	0	14
0	10141	0	15
1	10125	0	15
2	10117	0	15
3	10117	0	15
4	10117	0	15
5	10108	0	15
6	10108	0	15
8	10100	0	15
9	10075	0	15
11	10075	0	15
12	10067	0	15
13	10067	0	15
21	10067	0	15
22	10067	0	15
65	10067	0	15
66	10058	0	15
67	10058	0	15
71	10058	0	15
72	10058	0	15
73	10058	0	15
74	10058	0	15
80	10058	0	15
81	10050	0	15
82	10050	0	15
0	10484	0	16
1	10417	0	16
2	10367	0	16
3	10333	0	16
5	10333	0	16
6	10317	0	16
10	10308	0	16
11	10275	0	16
12	10250	0	16
13	10217	0	16
14	10200	0	16
15	10194	0	16
16	10158	0	16
17	10141	0	16
18	10125	0	16
19	10117	0	16
20	10108	0	16
21	10100	0	16
22	10100	0	16
23	10092	0	16
24	10092	0	16
25	10084	0	16
26	10084	0	16
27	10084	0	16
28	10075	0	16
29	10075	0	16
30	10075	0	16
31	10074	0	16
32	10074	0	16
33	10074	0	16
34	10074	0	16
35	10074	0	16
36	10074	0	16
37	10074	0	16
38	10074	0	16
39	10074	0	16
40	10074	0	16
41	10074	0	16
42	10074	0	16
43	10074	0	16
44	10074	0	16
45	10074	0	16
46	10074	0	16
47	10074	0	16
48	10074	0	16
49	10074	0	16
50	10074	0	16
51	10074	0	16
52	10074	0	16
53	10074	0	16
54	10074	0	16
55	10074	0	16
56	10074	0	16
57	10074	0	16
58	10074	0	16
59	10074	0	16
60	10074	0	16
61	10074	0	16
62	10074	0	16
63	10074	0	16
64	10074	0	16
65	10074	0	16
66	10074	0	16
67	10074	0	16
68	10074	0	16
69	10074	0	16
70	10074	0	16
71	10074	0	16
72	10074	0	16
73	10074	0	16
74	10074	0	16
75	10074	0	16
76	10074	0	16
77	10074	0	16
89	10074	0	16
90	10066	0	16
91	10066	0	16
125	10066	0	16
126	10066	0	16
127	10066	0	16
0	10082	0	17
1	10074	0	17
2	10074	0	17
3	10066	0	17
4	10066	0	17
7	10066	0	17
8	10066	0	17
9	10058	0	17
10	10058	0	17
11	10058	0	17
12	10058	0	17
13	10050	0	17
14	10050	0	17
15	10050	0	17
16	10050	0	17
17	10042	0	17
18	10042	0	17
19	10033	0	17
20	10033	0	17
21	10033	0	17
22	10033	0	17
23	10033	0	17
24	10033	0	17
25	10033	0	17
26	10033	0	17
27	10033	0	17
28	10033	0	17
29	10033	0	17
30	10033	0	17
31	10025	0	17
32	10025	0	17
33	10025	0	17
67	10025	0	17
68	10025	0	17
69	10016	0	17
70	10016	0	17
73	10016	0	17
74	10016	0	17
75	10016	0	17
76	10016	0	17
77	10016	0	17
78	10016	0	17
79	10016	0	17
80	10008	0	17
81	10008	0	17
82	10008	0	17
83	10008	0	17
84	10008	0	17
87	10008	0	17
100	10008	0	17
101	10008	0	17
102	10008	0	17
103	10000	0	17
104	10000	0	17
105	9997	0	17
106	9995	0	17
107	9992	0	17
108	9990	0	17
109	9986	0	17
110	9984	0	17
111	9981	0	17
112	9981	0	17
113	9981	0	17
114	9981	0	17
0	10066	0	18
1	10058	0	18
2	10058	0	18
12	10050	0	18
13	10042	0	18
14	10033	0	18
15	10025	0	18
16	10025	0	18
17	10016	0	18
18	10008	0	18
28	10008	0	18
29	10008	0	18
30	10008	0	18
31	10000	0	18
32	10000	0	18
33	10000	0	18
34	10000	0	18
35	10000	0	18
36	10000	0	18
37	9995	0	18
0	10316	0	19
2	10308	0	19
3	10266	0	19
5	10266	0	19
6	10250	0	19
7	10242	0	19
8	10233	0	19
19	10233	0	19
20	10225	0	19
21	10200	0	19
22	10182	0	19
23	10166	0	19
24	10150	0	19
25	10133	0	19
26	10133	0	19
27	10133	0	19
28	10133	0	19
29	10125	0	19
30	10125	0	19
64	10125	0	19
65	10116	0	19
66	10108	0	19
67	10100	0	19
74	10100	0	19
75	10092	0	19
93	10092	0	19
94	10092	0	19
97	10092	0	19
98	10092	0	19
99	10082	0	19
100	10074	0	19
101	10074	0	19
102	10074	0	19
107	10074	0	19
113	10074	0	19
114	10074	0	19
115	10074	0	19
116	10074	0	19
119	10074	0	19
120	10066	0	19
121	10058	0	19
122	10058	0	19
123	10050	0	19
124	10050	0	19
125	10042	0	19
126	10042	0	19
127	10042	0	19
128	10042	0	19
131	10042	0	19
132	10033	0	19
149	10033	0	19
150	10033	0	19
151	10033	0	19
152	10033	0	19
188	10033	0	19
189	10033	0	19
190	10025	0	19
191	10025	0	19
192	10016	0	19
193	10016	0	19
194	10016	0	19
0	10374	0	20
1	10308	0	20
20	10292	0	20
21	10266	0	20
22	10242	0	20
27	10238	0	20
28	10233	0	20
33	10225	0	20
35	10200	0	20
36	10182	0	20
37	10166	0	20
38	10150	0	20
39	10133	0	20
40	10116	0	20
41	10108	0	20
42	10100	0	20
43	10092	0	20
44	10092	0	20
45	10082	0	20
46	10082	0	20
47	10074	0	20
48	10074	0	20
49	10066	0	20
50	10058	0	20
51	10058	0	20
52	10058	0	20
53	10050	0	20
54	10050	0	20
55	10050	0	20
56	10042	0	20
57	10042	0	20
58	10042	0	20
59	10042	0	20
60	10033	0	20
61	10033	0	20
62	10033	0	20
63	10033	0	20
64	10033	0	20
65	10033	0	20
66	10033	0	20
70	10033	0	20
71	10033	0	20
72	10033	0	20
73	10025	0	20
74	10025	0	20
75	10025	0	20
76	10025	0	20
77	10025	0	20
78	10016	0	20
79	10016	0	20
80	10016	0	20
81	10016	0	20
82	10016	0	20
83	10016	0	20
84	10008	0	20
85	10008	0	20
86	10008	0	20
87	10000	0	20
88	10000	0	20
89	10000	0	20
90	10000	0	20
91	10000	0	20
92	9991	0	20
93	9991	0	20
94	9991	0	20
107	9991	0	20
108	9991	0	20
109	9991	0	20
110	9990	0	20
111	9990	0	20
112	9990	0	20
113	9984	0	20
114	9984	0	20
115	9984	0	20
120	9984	0	20
0	10240	0	21
1	10235	0	21
2	10230	0	21
3	10200	0	21
4	10175	0	21
5	10155	0	21
6	10140	0	21
7	10130	0	21
30	10128	0	21
31	10120	0	21
32	10115	0	21
33	10110	0	21
34	10110	0	21
36	10110	0	21
37	10100	0	21
38	10095	0	21
39	10095	0	21
40	10095	0	21
41	10085	0	21
42	10080	0	21
43	10072	0	21
44	10065	0	21
45	10065	0	21
58	10065	0	21
71	10060	0	21
80	10060	0	21
81	10060	0	21
82	10060	0	21
83	10060	0	21
109	10055	0	21
0	10370	0	22
1	10300	0	22
2	10295	0	22
3	10260	0	22
4	10250	0	22
10	10250	0	22
11	10240	0	22
12	10230	0	22
13	10230	0	22
14	10230	0	22
15	10220	0	22
18	10220	0	22
19	10170	0	22
20	10160	0	22
21	10140	0	22
22	10135	0	22
23	10135	0	22
43	10135	0	22
44	10130	0	22
45	10125	0	22
46	10125	0	22
55	10120	0	22
56	10110	0	22
57	10105	0	22
85	10100	0	22
86	10095	0	22
123	10095	0	22
124	10095	0	22
125	10085	0	22
126	10085	0	22
127	10070	0	22
128	10070	0	22
129	10070	0	22
130	10070	0	22
131	10065	0	22
132	10063	0	22
133	10060	0	22
134	10060	0	22
135	10060	0	22
136	10060	0	22
137	10055	0	22
138	10050	0	22
139	10050	0	22
140	10048	0	22
141	10045	0	22
142	10045	0	22
143	10045	0	22
144	10045	0	22
145	10040	0	22
146	10040	0	22
147	10040	0	22
148	10040	0	22
149	10040	0	22
150	10040	0	22
151	10040	0	22
167	10040	0	22
168	10030	0	22
169	10030	0	22
170	10030	0	22
171	10030	0	22
172	10025	0	22
0	10333	0	23
1	10315	0	23
2	10300	0	23
5	10295	0	23
6	10266	0	23
7	10260	0	23
8	10255	0	23
9	10240	0	23
10	10220	0	23
11	10215	0	23
43	10200	0	23
44	10180	0	23
45	10160	0	23
46	10140	0	23
47	10125	0	23
48	10115	0	23
49	10105	0	23
60	10100	0	23
61	10100	0	23
62	10095	0	23
63	10090	0	23
72	10090	0	23
85	10085	0	23
86	10065	0	23
87	10055	0	23
88	10040	0	23
89	10035	0	23
90	10035	0	23
0	10295	0	24
1	10218	0	24
2	10200	0	24
3	10180	0	24
18	10180	0	24
19	10165	0	24
20	10160	0	24
21	10135	0	24
22	10135	0	24
29	10135	0	24
30	10130	0	24
31	10130	0	24
32	10130	0	24
55	10130	0	24
56	10130	0	24
59	10130	0	24
60	10120	0	24
61	10120	0	24
62	10105	0	24
63	10100	0	24
64	10095	0	24
74	10090	0	24
75	10090	0	24
105	10090	0	24
106	10090	0	24
107	10090	0	24
108	10085	0	24
109	10085	0	24
110	10080	0	24
111	10075	0	24
112	10075	0	24
113	10075	0	24
114	10070	0	24
141	10070	0	24
142	10065	0	24
143	10065	0	24
144	10065	0	24
146	10065	0	24
147	10060	0	24
148	10050	0	24
149	10040	0	24
150	10035	0	24
151	10035	0	24
152	10030	0	24
153	10030	0	24
154	10025	0	24
155	10025	0	24
156	10020	0	24
157	10020	0	24
158	10020	0	24
159	10020	0	24
160	10015	0	24
161	10015	0	24
162	10010	0	24
163	10010	0	24
164	10010	0	24
165	10010	0	24
166	10005	0	24
167	10005	0	24
168	10000	0	24
169	10000	0	24
170	10000	0	24
171	10000	0	24
172	10000	0	24
174	10000	0	24
175	10000	0	24
0	10290	0	25
1	10290	0	25
2	10280	0	25
3	10240	0	25
4	10200	0	25
6	10200	0	25
22	10200	0	25
26	10200	0	25
27	10195	0	25
28	10190	0	25
30	10180	0	25
31	10175	0	25
32	10175	0	25
33	10160	0	25
34	10150	0	25
42	10150	0	25
43	10150	0	25
44	10140	0	25
49	10140	0	25
50	10135	0	25
51	10125	0	25
52	10120	0	25
53	10115	0	25
54	10115	0	25
55	10115	0	25
56	10110	0	25
57	10110	0	25
58	10110	0	25
59	10110	0	25
60	10110	0	25
61	10110	0	25
62	10110	0	25
63	10105	0	25
64	10095	0	25
65	10085	0	25
66	10080	0	25
67	10075	0	25
68	10070	0	25
69	10060	0	25
70	10060	0	25
71	10060	0	25
73	10060	0	25
74	10055	0	25
75	10045	0	25
76	10040	0	25
77	10040	0	25
0	10066	0	26
37	10066	0	26
39	10066	0	26
40	10064	0	26
46	10064	0	26
47	10062	0	26
48	10056	0	26
49	10054	0	26
50	10049	0	26
51	10039	0	26
52	10036	0	26
0	10366	0	27
1	10317	0	27
2	10266	0	27
3	10244	0	27
4	10238	0	27
5	10226	0	27
6	10216	0	27
7	10207	0	27
8	10200	0	27
9	10191	0	27
10	10191	0	27
11	10191	0	27
17	10175	0	27
18	10160	0	27
20	10154	0	27
21	10151	0	27
23	10149	0	27
25	10148	0	27
46	10133	0	27
47	10120	0	27
48	10113	0	27
49	10103	0	27
50	10101	0	27
51	10100	0	27
96	10095	0	27
97	10086	0	27
98	10086	0	27
102	10080	0	27
103	10078	0	27
106	10078	0	27
107	10078	0	27
112	10078	0	27
113	10074	0	27
114	10071	0	27
119	10070	0	27
120	10070	0	27
122	10070	0	27
126	10069	0	27
127	10068	0	27
128	10066	0	27
143	10066	0	27
145	10058	0	27
0	10265	0	28
1	10243	0	28
2	10230	0	28
3	10215	0	28
4	10205	0	28
5	10197	0	28
6	10192	0	28
7	10188	0	28
8	10177	0	28
9	10166	0	28
10	10166	0	28
32	10163	0	28
33	10163	0	28
34	10160	0	28
46	10152	0	28
47	10142	0	28
48	10135	0	28
52	10135	0	28
55	10126	0	28
56	10123	0	28
91	10116	0	28
92	10112	0	28
98	10112	0	28
101	10108	0	28
102	10105	0	28
103	10102	0	28
104	10100	0	28
105	10094	0	28
106	10091	0	28
110	10084	0	28
111	10083	0	28
112	10080	0	28
137	10080	0	28
138	10078	0	28
150	10078	0	28
151	10070	0	28
152	10068	0	28
153	10065	0	28
154	10063	0	28
160	10063	0	28
161	10053	0	28
163	10052	0	28
167	10048	0	28
168	10044	0	28
169	10041	0	28
0	10338	0	29
1	10299	0	29
5	10292	0	29
6	10281	0	29
27	10266	0	29
28	10256	0	29
29	10245	0	29
30	10226	0	29
31	10200	0	29
37	10199	0	29
38	10196	0	29
39	10194	0	29
43	10185	0	29
80	10176	0	29
81	10160	0	29
82	10155	0	29
83	10150	0	29
84	10143	0	29
94	10140	0	29
95	10135	0	29
98	10131	0	29
99	10118	0	29
100	10110	0	29
101	10100	0	29
102	10098	0	29
103	10092	0	29
104	10090	0	29
105	10085	0	29
106	10085	0	29
107	10083	0	29
108	10080	0	29
109	10080	0	29
116	10080	0	29
117	10071	0	29
118	10064	0	29
119	10060	0	29
120	10058	0	29
121	10051	0	29
122	10048	0	29
123	10045	0	29
124	10045	0	29
125	10040	0	29
126	10035	0	29
127	10032	0	29
128	10030	0	29
129	10030	0	29
132	10029	0	29
133	10028	0	29
134	10027	0	29
0	10110	0	30
1	10100	0	30
2	10095	0	30
23	10095	0	30
24	10095	0	30
25	10094	0	30
27	10090	0	30
28	10087	0	30
29	10079	0	30
30	10076	0	30
31	10070	0	30
32	10068	0	30
33	10065	0	30
34	10065	0	30
35	10064	0	30
36	10055	0	30
68	10055	0	30
69	10050	0	30
70	10042	0	30
0	10385	0	31
1	10320	0	31
2	10298	0	31
3	10285	0	31
4	10280	0	31
5	10275	0	31
6	10265	0	31
9	10265	0	31
12	10255	0	31
13	10245	0	31
14	10245	0	31
22	10242	0	31
23	10215	0	31
24	10200	0	31
25	10180	0	31
47	10158	0	31
48	10140	0	31
49	10135	0	31
50	10128	0	31
51	10122	0	31
52	10115	0	31
53	10110	0	31
54	10100	0	31
61	10100	0	31
62	10098	0	31
63	10098	0	31
64	10095	0	31
0	10118	0	32
3	10115	0	32
4	10115	0	32
6	10112	0	32
7	10105	0	32
8	10095	0	32
45	10092	0	32
46	10088	0	32
49	10080	0	32
50	10075	0	32
51	10072	0	32
52	10070	0	32
53	10065	0	32
0	10290	0	33
1	10248	0	33
2	10245	0	33
25	10235	0	33
26	10225	0	33
27	10210	0	33
28	10200	0	33
29	10185	0	33
30	10175	0	33
31	10175	0	33
32	10165	0	33
33	10155	0	33
0	10447	0	34
1	10382	0	34
2	10330	0	34
7	10330	0	34
8	10315	0	34
9	10300	0	34
10	10277	0	34
11	10265	0	34
12	10245	0	34
13	10230	0	34
14	10220	0	34
15	10210	0	34
16	10205	0	34
17	10192	0	34
18	10180	0	34
19	10180	0	34
50	10180	0	34
51	10180	0	34
52	10170	0	34
53	10170	0	34
54	10165	0	34
56	10165	0	34
57	10150	0	34
58	10150	0	34
64	10148	0	34
65	10143	0	34
66	10140	0	34
67	10135	0	34
68	10132	0	34
69	10130	0	34
70	10130	0	34
71	10122	0	34
72	10118	0	34
73	10118	0	34
74	10115	0	34
75	10113	0	34
78	10110	0	34
79	10110	0	34
85	10110	0	34
86	10105	0	34
87	10100	0	34
88	10098	0	34
89	10096	0	34
120	10095	0	34
121	10085	0	34
122	10080	0	34
0	10530	0	35
1	10460	0	35
2	10420	0	35
3	10393	0	35
4	10358	0	35
5	10338	0	35
6	10320	0	35
7	10298	0	35
8	10275	0	35
9	10245	0	35
10	10225	0	35
11	10200	0	35
12	10180	0	35
13	10180	0	35
49	10178	0	35
50	10160	0	35
51	10140	0	35
52	10135	0	35
54	10127	0	35
55	10125	0	35
56	10118	0	35
57	10110	0	35
58	10105	0	35
59	10104	0	35
60	10100	0	35
81	10100	0	35
82	10100	0	35
87	10100	0	35
0	10562	0	36
1	10490	0	36
2	10448	0	36
4	10430	0	36
5	10385	0	36
6	10365	0	36
7	10345	0	36
8	10329	0	36
9	10315	0	36
10	10310	0	36
11	10300	0	36
12	10294	0	36
13	10270	0	36
14	10260	0	36
15	10250	0	36
16	10223	0	36
17	10200	0	36
18	10190	0	36
19	10180	0	36
20	10180	0	36
22	10180	0	36
23	10180	0	36
24	10172	0	36
25	10172	0	36
42	10170	0	36
82	10170	0	36
83	10160	0	36
84	10160	0	36
85	10148	0	36
86	10140	0	36
87	10135	0	36
88	10131	0	36
89	10130	0	36
90	10125	0	36
91	10125	0	36
95	10124	0	36
96	10118	0	36
97	10113	0	36
98	10110	0	36
99	10110	0	36
100	10108	0	36
101	10107	0	36
102	10105	0	36
103	10100	0	36
104	10095	0	36
108	10095	0	36
109	10090	0	36
110	10090	0	36
111	10085	0	36
112	10085	0	36
113	10085	0	36
114	10085	0	36
115	10085	0	36
116	10085	0	36
124	10085	0	36
125	10082	0	36
126	10080	0	36
129	10080	0	36
130	10076	0	36
131	10075	0	36
132	10072	0	36
133	10070	0	36
134	10070	0	36
135	10070	0	36
136	10070	0	36
137	10070	0	36
138	10070	0	36
139	10070	0	36
140	10068	0	36
149	10043	0	36
150	10043	0	36
151	10040	0	36
152	10040	0	36
153	10035	0	36
0	10219	0	37
9	10202	0	37
10	10195	0	37
11	10178	0	37
12	10169	0	37
13	10159	0	37
14	10154	0	37
15	10141	0	37
16	10130	0	37
17	10125	0	37
18	10115	0	37
19	10102	0	37
20	10095	0	37
21	10095	0	37
22	10093	0	37
23	10087	0	37
24	10087	0	37
