"time"	"h"	"uh"	"Period"
13	10206	0	144
14	10192	0	144
15	10192	0	144
29	10190	0	144
31	10190	0	144
36	10180	0	144
37	10170	0	144
38	10158	0	144
40	10150	0	144
41	10150	0	144
42	10146	0	144
43	10128	0	144
44	10120	0	144
45	10120	0	144
46	10120	0	144
47	10120	0	144
52	10120	0	144
53	10114	0	144
54	10108	0	144
55	10106	0	144
56	10100	0	144
57	10090	0	144
64	10086	0	144
65	10084	0	144
0	10170	0	145
1	10168	0	145
2	10148	0	145
3	10140	0	145
17	10138	0	145
18	10136	0	145
19	10130	0	145
20	10126	0	145
21	10118	0	145
22	10110	0	145
23	10106	0	145
24	10094	0	145
25	10084	0	145
28	10082	0	145
29	10082	0	145
30	10082	0	145
35	10082	0	145
36	10080	0	145
37	10074	0	145
38	10062	0	145
39	10060	0	145
70	10058	0	145
81	10058	0	145
82	10052	0	145
83	10048	0	145
84	10034	0	145
85	10032	0	145
87	10028	0	145
0	10170	0	146
1	10170	0	146
8	10168	0	146
9	10160	0	146
10	10150	0	146
11	10150	0	146
12	10140	0	146
13	10138	0	146
14	10130	0	146
16	10126	0	146
17	10126	0	146
21	10124	0	146
22	10122	0	146
23	10120	0	146
26	10112	0	146
31	10108	0	146
41	10106	0	146
42	10100	0	146
43	10092	0	146
44	10088	0	146
50	10088	0	146
51	10078	0	146
65	10072	0	146
66	10070	0	146
67	10070	0	146
85	10068	0	146
86.0416666666715	10068	0	146
87.0416666666715	10054	0	146
94.0416666666715	10048	0	146
106.041666666672	10048	0	146
107.041666666672	10030	0	146
108.041666666672	10022	0	146
109.041666666672	10022	0	146
110.041666666672	10018	0	146
112.041666666672	10016	0	146
113.041666666672	10016	0	146
114.041666666672	10012	0	146
116.041666666672	10008	0	146
120.041666666672	10006	0	146
0	10378	0	147
1	10328	0	147
2	10304	0	147
3	10296	0	147
4	10292	0	147
5	10274	0	147
6	10272	0	147
11	10264	0	147
12	10264	0	147
13	10260	0	147
14	10260	0	147
15	10258	0	147
16	10256	0	147
17	10250	0	147
18	10238	0	147
19	10234	0	147
20	10232	0	147
21	10224	0	147
22	10222	0	147
23	10218	0	147
24	10200	0	147
25	10194	0	147
26	10194	0	147
27	10184	0	147
28	10176	0	147
29	10170	0	147
30	10162	0	147
37	10160	0	147
38	10160	0	147
39	10160	0	147
41	10156	0	147
42	10150	0	147
43	10144	0	147
44	10136	0	147
45	10136	0	147
46	10132	0	147
47	10132	0	147
50	10122	0	147
51	10122	0	147
53	10122	0	147
54	10122	0	147
55	10116	0	147
57	10106	0	147
58	10096	0	147
59	10096	0	147
60	10096	0	147
61	10096	0	147
62	10082	0	147
72	10082	0	147
0	10484	0	148
1	10420	0	148
2	10382	0	148
3	10372	0	148
27	10356	0	148
28	10344	0	148
29	10334	0	148
30	10322	0	148
31	10304	0	148
32	10300	0	148
33	10298	0	148
34	10280	0	148
35	10256	0	148
36	10240	0	148
37	10226	0	148
38	10224	0	148
42	10224	0	148
43	10216	0	148
49	10216	0	148
50	10212	0	148
60	10204	0	148
61	10200	0	148
65	10200	0	148
66	10196	0	148
68	10196	0	148
69	10180	0	148
70	10176	0	148
71	10170	0	148
72	10170	0	148
93	10170	0	148
94	10170	0	148
95	10166	0	148
96	10160	0	148
104	10160	0	148
105	10154	0	148
106	10152	0	148
107	10146	0	148
108	10138	0	148
109	10136	0	148
110	10134	0	148
120	10130	0	148
129	10128	0	148
141	10126	0	148
142	10110	0	148
153	10108	0	148
155	10100	0	148
156	10100	0	148
157	10094	0	148
158	10088	0	148
159	10088	0	148
160	10080	0	148
161	10072	0	148
164	10070	0	148
176	10070	0	148
177	10064	0	148
183	10050	0	148
184	10040	0	148
185	10040	0	148
186	10040	0	148
187	10040	0	148
188	10040	0	148
189	10036	0	148
190	10032	0	148
191	10024	0	148
197	10016	0	148
213	10016	0	148
226	10012	0	148
0	10352	0	149
1	10342	0	149
2	10308	0	149
3	10280	0	149
4	10260	0	149
7	10260	0	149
16	10250	0	149
17	10242	0	149
28	10224	0	149
29	10210	0	149
45	10208	0	149
46	10200	0	149
95	10198	0	149
96	10190	0	149
99	10190	0	149
100	10180	0	149
128	10172	0	149
129	10170	0	149
130	10144	0	149
0	10168	0	150
1	10160	0	150
2	10150	0	150
3	10140	0	150
4	10136	0	150
5	10134	0	150
27	10132	0	150
28	10125	0	150
29	10110	0	150
31	10106	0	150
32	10106	0	150
33	10098	0	150
34	10092	0	150
35	10092	0	150
36	10086	0	150
37	10084	0	150
39	10076	0	150
40	10070	0	150
41	10060	0	150
42	10058	0	150
48	10044	0	150
49	10044	0	150
62	10026	0	150
90	10022	0	150
91	10018	0	150
133	10008	0	150
146	10008	0	150
147	10000	0	150
0	10330	0	151
1	10270	0	151
2	10264	0	151
11	10224	0	151
27	10224	0	151
28	10210	0	151
29	10190	0	151
30	10180	0	151
34	10180	0	151
35	10178	0	151
36	10160	0	151
37	10150	0	151
38	10142	0	151
39	10140	0	151
40	10140	0	151
55	10132	0	151
56	10122	0	151
57	10110	0	151
0	10234	0	152
1	10230	0	152
2	10224	0	152
6	10224	0	152
7	10218	0	152
8	10215	0	152
9	10206	0	152
21	10202	0	152
22	10190	0	152
23	10178	0	152
24	10170	0	152
25	10170	0	152
26	10170	0	152
27	10168	0	152
28	10165	0	152
29	10162	0	152
30	10157	0	152
32	10155	0	152
33	10154	0	152
34	10152	0	152
35	10150	0	152
36	10146	0	152
37	10135	0	152
38	10134	0	152
39	10130	0	152
40	10128	0	152
41	10126	0	152
42	10126	0	152
43	10124	0	152
44	10116	0	152
45	10115	0	152
46	10110	0	152
49	10110	0	152
50	10108	0	152
51	10104	0	152
52	10094	0	152
53	10090	0	152
66	10088	0	152
67	10085	0	152
68	10082	0	152
69	10080	0	152
70	10080	0	152
71	10075	0	152
72	10070	0	152
73	10060	0	152
74	10055	0	152
81	10055	0	152
82	10055	0	152
130	10054	0	152
141	10054	0	152
142	10040	0	152
143	10034	0	152
144	10030	0	152
150	10018	0	152
0	10470	0	153
1	10394	0	153
3	10392	0	153
4	10380	0	153
5	10356	0	153
6	10356	0	153
7	10354	0	153
8	10348	0	153
9	10344	0	153
28	10330	0	153
29	10324	0	153
30	10316	0	153
31	10305	0	153
32	10300	0	153
33	10300	0	153
37	10300	0	153
38	10280	0	153
39	10270	0	153
40	10264	0	153
42	10260	0	153
43	10258	0	153
55	10258	0	153
56	10245	0	153
57	10238	0	153
58	10226	0	153
59	10224	0	153
60	10222	0	153
61	10202	0	153
65	10202	0	153
69	10202	0	153
70	10202	0	153
81	10198	0	153
82	10178	0	153
93	10172	0	153
97	10165	0	153
101	10162	0	153
102	10155	0	153
103	10145	0	153
104	10130	0	153
105	10125	0	153
107	10122	0	153
110	10110	0	153
111	10106	0	153
112	10092	0	153
113	10090	0	153
115	10086	0	153
116	10082	0	153
132	10064	0	153
133	10060	0	153
135	10060	0	153
0	10430	0	154
1	10370	0	154
2	10337	0	154
3	10310	0	154
4	10285	0	154
5	10284	0	154
6	10279	0	154
7	10265	0	154
8	10257	0	154
9	10244	0	154
10	10243	0	154
11	10243	0	154
12	10243	0	154
13	10240	0	154
14	10240	0	154
15	10227	0	154
16	10206	0	154
17	10194	0	154
18	10182	0	154
19	10180	0	154
20	10178	0	154
46	10178	0	154
48	10177	0	154
49	10170	0	154
51	10166	0	154
53	10165	0	154
54	10160	0	154
56	10151	0	154
60	10150	0	154
61	10146	0	154
62	10142	0	154
65	10130	0	154
66	10130	0	154
67	10126	0	154
68	10120	0	154
69	10114	0	154
70	10112	0	154
73	10103	0	154
76	10100	0	154
77	10100	0	154
78	10100	0	154
79	10100	0	154
80	10100	0	154
81	10090	0	154
82	10066	0	154
83	10059	0	154
0	10320	0	155
22	10315	0	155
23	10312	0	155
24	10300	0	155
30	10296	0	155
48	10270	0	155
49	10270	0	155
73	10270	0	155
74	10264	0	155
75	10242	0	155
76	10220	0	155
77	10220	0	155
78	10200	0	155
79	10190	0	155
80	10162	0	155
81	10158	0	155
82	10150	0	155
83	10145	0	155
84	10138	0	155
85	10132	0	155
86	10130	0	155
87	10115	0	155
88	10110	0	155
90	10110	0	155
91	10110	0	155
92	10102	0	155
93	10090	0	155
94	10090	0	155
0	10322	0	156
1	10305	0	156
2	10284	0	156
15	10263	0	156
16	10260	0	156
28	10255	0	156
29	10248	0	156
30	10240	0	156
31	10225	0	156
33	10214	0	156
34	10208	0	156
35	10206	0	156
44	10200	0	156
45	10198	0	156
46	10183	0	156
47	10180	0	156
48	10178	0	156
49	10168	0	156
50	10158	0	156
51	10152	0	156
54	10142	0	156
55	10108	0	156
60	10108	0	156
62	10092	0	156
66	10070	0	156
78	10070	0	156
79	10054	0	156
80	10052	0	156
81	10050	0	156
84	10048	0	156
85	10045	0	156
86	10025	0	156
87	10025	0	156
0	10370	0	157
1	10322	0	157
2	10285	0	157
3	10260	0	157
4	10235	0	157
5	10220	0	157
6	10215	0	157
7	10193	0	157
8	10182	0	157
9	10178	0	157
11	10175	0	157
15	10164	0	157
16	10160	0	157
18	10160	0	157
22	10140	0	157
35	10135	0	157
39	10135	0	157
44	10120	0	157
55	10120	0	157
60	10100	0	157
61	10090	0	157
62	10090	0	157
63	10065	0	157
66	10065	0	157
67	10065	0	157
68	10060	0	157
69	10058	0	157
70	10052	0	157
71	10042	0	157
73	10042	0	157
75	10042	0	157
0	10426	0	158
1	10409	0	158
2	10359	0	158
3	10314	0	158
4	10304	0	158
5	10289	0	158
6	10287	0	158
13	10287	0	158
14	10287	0	158
15	10286	0	158
16	10277	0	158
17	10268	0	158
18	10252	0	158
20	10230	0	158
21	10227	0	158
22	10227	0	158
23	10226	0	158
24	10224	0	158
25	10224	0	158
26	10218	0	158
27	10207	0	158
28	10202	0	158
29	10186	0	158
34	10186	0	158
35	10175	0	158
38	10172	0	158
44	10168	0	158
46	10168	0	158
49	10164	0	158
50	10161	0	158
52	10159	0	158
53	10152	0	158
55	10147	0	158
56	10134	0	158
57	10124	0	158
58	10124	0	158
59	10106	0	158
60	10077	0	158
67	10077	0	158
81	10075	0	158
108	10056	0	158
114	10055	0	158
115	10046	0	158
116	10044	0	158
120	10036	0	158
121	10034	0	158
126	10034	0	158
127	10031	0	158
0	10305	0	159
1	10298	0	159
10	10298	0	159
11	10296	0	159
12	10293	0	159
19	10292	0	159
20	10270	0	159
21	10250	0	159
22	10240	0	159
23	10225	0	159
24	10224	0	159
25	10218	0	159
26	10204	0	159
27	10204	0	159
28	10200	0	159
29	10190	0	159
30	10175	0	159
31	10165	0	159
33	10160	0	159
34	10135	0	159
36	10122	0	159
55	10118	0	159
56	10098	0	159
76	10073	0	159
77	10062	0	159
84	10052	0	159
85	10035	0	159
86	10030	0	159
87	10030	0	159
89	10028	0	159
90	10010	0	159
125	10000	0	159
144	9997	0	159
145	9995	0	159
0	10328	0	160
2	10312	0	160
9	10300	0	160
23	10300	0	160
24	10278	0	160
25	10255	0	160
26	10246	0	160
27	10235	0	160
28	10225	0	160
29	10208	0	160
30	10192	0	160
75	10190	0	160
124	10188	0	160
125	10178	0	160
126	10178	0	160
159	10172	0	160
161	10165	0	160
162	10160	0	160
167	10158	0	160
170	10158	0	160
171	10158	0	160
172	10140	0	160
173	10130	0	160
176	10128	0	160
177	10110	0	160
180	10095	0	160
187	10080	0	160
0	10408	0	161
1	10370	0	161
3	10365	0	161
4	10332	0	161
6	10322	0	161
7	10310	0	161
8	10270	0	161
9	10255	0	161
10	10235	0	161
11	10220	0	161
15	10215	0	161
16	10195	0	161
17	10180	0	161
18	10160	0	161
32	10160	0	161
43	10160	0	161
45	10115	0	161
81	10115	0	161
84	10112	0	161
85	10108	0	161
87	10108	0	161
88	10095	0	161
89	10090	0	161
94	10078	0	161
95	10050	0	161
96	10050	0	161
97	10040	0	161
98	10032	0	161
99	10032	0	161
100	10028	0	161
134	10028	0	161
135	10028	0	161
137	10025	0	161
144	10020	0	161
147	10019	0	161
148	10018	0	161
158	10000	0	161
0	10612	0	162
1	10545	0	162
4	10525	0	162
5	10480	0	162
6	10460	0	162
7	10440	0	162
13	10435	0	162
14	10415	0	162
15	10405	0	162
20	10385	0	162
21	10380	0	162
22	10380	0	162
31	10375	0	162
32	10358	0	162
33	10355	0	162
34	10350	0	162
35	10335	0	162
36	10320	0	162
37	10298	0	162
38	10280	0	162
39	10270	0	162
46	10270	0	162
47	10270	0	162
48	10260	0	162
49	10240	0	162
50	10235	0	162
59	10228	0	162
60	10215	0	162
86	10205	0	162
87	10204	0	162
135	10197	0	162
136	10195	0	162
137	10195	0	162
138	10190	0	162
139	10190	0	162
143	10183	0	162
145	10180	0	162
146	10175	0	162
147	10170	0	162
148	10160	0	162
149	10152	0	162
150	10140	0	162
0	10400	0	163
1	10358	0	163
10	10348	0	163
11	10335	0	163
12	10332	0	163
13	10318	0	163
14	10287	0	163
27	10270	0	163
28	10252	0	163
29	10237	0	163
30	10220	0	163
54	10210	0	163
55	10195	0	163
56	10190	0	163
57	10175	0	163
58	10168	0	163
70	10143	0	163
71	10126	0	163
95	10114	0	163
96	10114	0	163
97	10088	0	163
98	10078	0	163
108	10072	0	163
109	10069	0	163
120	10025	0	163
148	10025	0	163
154	10012	0	163
174	10012	0	163
175	9996	0	163
0	10432	0	164
1	10349	0	164
2	10312	0	164
3	10304	0	164
17	10297	0	164
25	10292	0	164
26	10283	0	164
28	10275	0	164
29	10275	0	164
31	10249	0	164
32	10241	0	164
35	10240	0	164
36	10228	0	164
44	10224	0	164
46	10200	0	164
47	10192	0	164
49	10178	0	164
52	10178	0	164
53	10170	0	164
54	10170	0	164
55	10158	0	164
56	10158	0	164
0	10505	0	165
1	10462	0	165
2	10415	0	165
3	10374	0	165
4	10342	0	165
9	10336	0	165
10	10310	0	165
11	10300	0	165
12	10280	0	165
13	10266	0	165
14	10248	0	165
15	10228	0	165
16	10225	0	165
17	10220	0	165
19	10211	0	165
35	10202	0	165
36	10190	0	165
37	10178	0	165
38	10168	0	165
51	10159	0	165
52	10132	0	165
65	10124	0	165
73	10124	0	165
75	10106	0	165
79	10102	0	165
89	10090	0	165
94	10090	0	165
95	10064	0	165
98	10062	0	165
99	10056	0	165
107	10048	0	165
108	10044	0	165
109	10035	0	165
110	10024	0	165
129	10009	0	165
0	10222	0	166
1	10220	0	166
2	10210	0	166
3	10200	0	166
25	10200	0	166
26	10194	0	166
28	10194	0	166
29	10190	0	166
33	10128	0	166
34	10125	0	166
64	10124	0	166
66	10092	0	166
0	10312	0	167
1	10290	0	167
2	10268	0	167
3	10220	0	167
18	10210	0	167
20	10205	0	167
21	10204	0	167
22	10195	0	167
44	10194	0	167
45	10176	0	167
49	10174	0	167
50	10172	0	167
51	10166	0	167
52	10158	0	167
72	10154	0	167
73	10130	0	167
75	10113	0	167
76	10105	0	167
79	10093	0	167
101	10092	0	167
108	10052	0	167
116	10035	0	167
136	10025	0	167
137	10025	0	167
142	10025	0	167
0	10360	0	168
1	10316	0	168
2	10298	0	168
21	10284	0	168
22	10265	0	168
23	10240	0	168
24	10220	0	168
25	10215	0	168
29	10215	0	168
30	10205	0	168
31	10185	0	168
39	10176	0	168
40	10176	0	168
41	10176	0	168
43	10163	0	168
44	10148	0	168
60	10145	0	168
63	10140	0	168
64	10124	0	168
